Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Dwayne Smith,53118,c Pollard b Usman Shinwari,49,36,7,1,136.11,0
Ben Duckett,521637,c Pollard b Sohail Khan,16,13,3,0,123.08,0
Hussain Talat,628240,run out (Imad Wasim/†Sangakkara),11,12,0,0,91.67,0
Shane Watson,8180,c Pollard b Sohail Khan,2,7,0,0,28.57,0
Brad Haddin †,5560,c Pollard b Usman Shinwari,20,12,0,1,166.67,0
Shadab Khan,922943,c Shoaib Malik b Mohammad Amir,9,4,0,1,225.0,0
Misbah-ul-Haq (c),41378,c Gayle b Mohammad Amir,12,7,0,1,171.43,0
Mohammad Sami,41324,not out ,0,0,0,0,,0
Babar Azam,348144, b Shadab Khan,27,27,4,0,100.0,1
Chris Gayle,51880,c Mohammad Irfan b Saeed Ajmal,44,17,2,5,258.82,1
Kumar Sangakkara (c)†,50710,c Rumman Raees b Shadab Khan,10,10,2,0,100.0,1
Shoaib Malik,42657,c †Haddin b Shadab Khan,7,12,0,0,58.33,1
Kieron Pollard,230559,not out ,20,13,2,0,153.85,1
Ravi Bopara,10582,not out ,11,10,2,0,110.0,1
