Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168,c †Patel b Yadav,18,10,18,4,0,180.0,0
Shikhar Dhawan,28235,c Washington Sundar b Chahal,50,37,61,5,2,135.14,0
Shreyas Iyer (c),642519,c Kohli b Washington Sundar,52,37,61,2,3,140.54,0
Rishabh Pant †,931581,lbw b Chahal,7,7,14,1,0,100.0,0
Colin Ingram,45705,c Washington Sundar b Saini,11,7,11,1,1,157.14,0
Sherfane Rutherford,914541,not out ,28,13,22,1,3,215.38,0
Axar Patel,554691,not out ,16,9,15,3,0,177.78,0
Parthiv Patel †,32242,c Patel b Rabada,39,20,31,7,1,195.0,1
Virat Kohli (c),253802,c Rutherford b Patel,23,17,36,2,1,135.29,1
AB de Villiers,44936,c Patel b Rutherford,17,19,26,0,1,89.47,1
Shivam Dube,714451,c Dhawan b Mishra,24,16,26,0,2,150.0,1
Heinrich Klaasen,436757,c †Pant b Mishra,3,3,4,0,0,100.0,1
Gurkeerat Singh Mann,537124,c †Pant b Sharma,27,19,31,2,1,142.11,1
Marcus Stoinis,325012,not out ,32,24,34,1,2,133.33,1
Washington Sundar,719715,c Iyer b Rabada,1,2,6,0,0,50.0,1
Umesh Yadav,376116,not out ,0,0,3,0,0,,1
