Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889, b Mohammed Shami,30,21,21,4,1,142.86,0
Shikhar Dhawan,28235,c Iyer b Mishra,28,17,38,4,1,164.71,0
Kane Williamson,277906,c Morris b Mohammed Shami,24,24,31,1,1,100.0,0
Yuvraj Singh,36084,not out ,70,41,56,11,1,170.73,0
Moises Henriques,5961,not out ,25,18,41,2,0,138.89,0
Sanju Samson,425943,c Dhawan b Mohammed Siraj,24,19,19,2,1,126.32,1
Karun Nair (c),398439,c Kumar b Kaul,39,20,39,5,2,195.0,1
Rishabh Pant †,931581, b Mohammed Siraj,34,20,36,4,1,170.0,1
Shreyas Iyer,642519,c Mohammed Siraj b Kumar,33,25,35,1,2,132.0,1
Corey Anderson,277662,not out ,41,24,38,2,3,170.83,1
Chris Morris,439952,not out ,15,7,19,1,1,214.29,1
