Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
D'Arcy Short,308798,c †Carey b Siddle,2,5,0,0,40.0,0
Will Jacks,897549,c Weatherald b Worrall,0,2,0,0,0.0,0
Ben McDermott †,603410,c Short b Rashid Khan,46,33,2,3,139.39,0
Peter Handscomb (c),334337,c †Carey b Agar,5,6,0,0,83.33,0
Colin Ingram,45705,c Weatherald b Agar,46,35,4,2,131.43,0
Macalister Wright,816627, b Siddle,15,14,1,0,107.14,0
Tim David,892749, b Siddle,24,15,3,1,160.0,0
James Faulkner,270484,c Short b Siddle,0,3,0,0,0.0,0
Nathan Ellis,826915,run out (Renshaw),1,2,0,0,50.0,0
Scott Boland,446548,not out ,1,1,0,0,100.0,0
Riley Meredith,961713, b Siddle,0,1,0,0,0.0,0
Phil Salt,669365, b Faulkner,6,3,1,0,200.0,1
Jake Weatherald,781285,not out ,68,48,4,4,141.67,1
Matt Renshaw,722303,c Jacks b Faulkner,2,3,0,0,66.67,1
Alex Carey (c)†,326434,c Short b Boland,55,40,4,1,137.5,1
Jonathan Wells,233680,c David b Ellis,8,16,0,0,50.0,1
Matthew Short,605575,c David b Ellis,0,1,0,0,0.0,1
Ryan Gibson,825211,not out ,1,1,0,0,100.0,1
