Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shane Watson,8180,c †Buttler b Archer,39,31,2,2,125.81,0
Ambati Rayudu,33141, b Archer,12,9,2,0,133.33,0
Suresh Raina,33335,c Binny b Sodhi,52,35,6,1,148.57,0
MS Dhoni (c)†,28081,not out ,33,23,1,1,143.48,0
Sam Billings,297628,run out (†Buttler),27,22,3,0,122.73,0
Dwayne Bravo,51439,not out ,1,1,0,0,100.0,0
Jos Buttler †,308967,not out ,95,60,11,2,158.33,1
Ben Stokes,311158, b Harbhajan Singh,11,7,1,1,157.14,1
Ajinkya Rahane (c),277916,c Raina b Jadeja,4,3,1,0,133.33,1
Sanju Samson,425943,run out (Raina/Bravo),21,22,2,0,95.45,1
Prashant Chopra,500135,c Bravo b Thakur,8,6,2,0,133.33,1
Stuart Binny,27223,c Watson b Bravo,22,17,1,1,129.41,1
Krishnappa Gowtham,424377,c †Dhoni b Willey,13,4,0,2,325.0,1
Jofra Archer,669855,not out ,0,0,0,0,,1
