Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite (c),348024,c Najmul Hossain Shanto b Soumya Sarkar,47,122,170,4,0,38.52,0
John Campbell,348026,lbw b Taijul Islam,36,68,88,5,1,52.94,0
Shayne Moseley,851501, b Abu Jayed,7,38,48,1,0,18.42,0
Nkrumah Bonner,314650,c Mohammad Mithun b Mehidy Hasan Miraz,90,209,281,7,0,43.06,0
Kyle Mayers,348056,c Soumya Sarkar b Abu Jayed,5,18,29,1,0,27.78,0
Jermaine Blackwood,431909,c & b Taijul Islam,28,77,89,5,0,36.36,0
Joshua Da Silva †,1168667, b Taijul Islam,92,187,268,10,0,49.2,0
Alzarri Joseph,670031,c †Liton Das b Abu Jayed,82,108,146,8,5,75.93,0
Rahkeem Cornwall,494581,not out ,4,16,30,0,0,25.0,0
Jomel Warrican,432214,c †Liton Das b Abu Jayed,2,2,5,0,0,100.0,0
Shannon Gabriel,446101,c Mushfiqur Rahim b Taijul Islam,8,11,15,2,0,72.73,0
Tamim Iqbal,56194,c Moseley b Joseph,44,52,50,6,1,84.62,1
Soumya Sarkar,436677,c Mayers b Gabriel,0,4,4,0,0,0.0,1
Najmul Hossain Shanto,629058,c Bonner b Gabriel,4,2,7,1,0,200.0,1
Mominul Haque (c),373696,c †Da Silva b Cornwall,21,39,58,4,0,53.85,1
Mushfiqur Rahim,56029,c Mayers b Cornwall,54,105,170,7,0,51.43,1
Mohammad Mithun,269237,c Brathwaite b Cornwall,15,86,140,2,0,17.44,1
Liton Das †,536936,c Blackwood b Cornwall,71,133,214,7,0,53.38,1
Mehidy Hasan Miraz,629063,c Brathwaite b Gabriel,57,140,199,6,0,40.71,1
Nayeem Hasan,932635,c Blackwood b Cornwall,0,3,2,0,0,0.0,1
Taijul Islam,401057,not out ,13,17,29,1,0,76.47,1
Abu Jayed,410763,c Bonner b Joseph,1,10,22,0,0,10.0,1
Kraigg Brathwaite (c),348024,c †Liton Das b Nayeem Hasan,6,13,14,1,0,46.15,2
John Campbell,348026, b Taijul Islam,18,48,69,0,0,37.5,2
Shayne Moseley,851501,c Mohammad Mithun b Mehidy Hasan Miraz,7,20,20,0,0,35.0,2
Nkrumah Bonner,314650, b Nayeem Hasan,38,120,187,3,0,31.67,2
Jomel Warrican,432214,lbw b Abu Jayed,2,22,32,0,0,9.09,2
Kyle Mayers,348056,lbw b Abu Jayed,6,16,26,1,0,37.5,2
Jermaine Blackwood,431909,st †Liton Das b Taijul Islam,9,10,19,0,1,90.0,2
Joshua Da Silva †,1168667,c Soumya Sarkar b Taijul Islam,20,53,58,4,0,37.74,2
Alzarri Joseph,670031,c Najmul Hossain Shanto b Taijul Islam,9,8,7,0,1,112.5,2
Rahkeem Cornwall,494581,c Mushfiqur Rahim b Nayeem Hasan,1,5,6,0,0,20.0,2
Shannon Gabriel,446101,not out ,1,2,3,0,0,50.0,2
Tamim Iqbal,56194,c Moseley b Brathwaite,50,46,68,9,0,108.7,3
Soumya Sarkar,436677,c Cornwall b Brathwaite,13,34,54,1,0,38.24,3
Najmul Hossain Shanto,629058,c Moseley b Cornwall,11,31,30,2,0,35.48,3
Mominul Haque (c),373696,c Cornwall b Warrican,26,68,93,3,0,38.24,3
Mushfiqur Rahim,56029,c †Da Silva b Warrican,14,30,29,1,0,46.67,3
Mohammad Mithun,269237,c Bonner b Cornwall,10,12,12,0,1,83.33,3
Liton Das †,536936,c †Da Silva b Cornwall,22,35,49,0,0,62.86,3
Mehidy Hasan Miraz,629063,c Cornwall b Warrican,31,56,77,3,2,55.36,3
Taijul Islam,401057,lbw b Cornwall,8,25,18,0,0,32.0,3
Nayeem Hasan,932635,lbw b Brathwaite,14,20,22,1,0,70.0,3
Abu Jayed,410763,not out ,0,14,22,0,0,0.0,3
