Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Javed Ahmadi,308235,c & b Murtagh,10,18,1,0,55.56,0
Ihsanullah,703323,c †NJ O'Brien b Rankin,10,15,0,1,66.67,0
Rahmat Shah,533956,c †NJ O'Brien b Rankin,50,75,3,1,66.67,0
Nasir Jamal,524048,c Wilson b Murtagh,53,63,2,1,84.13,0
Asghar Afghan (c),320652, b Rankin,2,22,0,0,9.09,0
Mohammad Nabi,25913,run out (Dockrell/Rankin),0,4,0,0,0.0,0
Gulbadin Naib,352048,c Stirling b Murtagh,17,27,0,1,62.96,0
Rashid Khan,793463,c Dockrell b KJ O'Brien,48,49,4,1,97.96,0
Shafiqullah †,362603,c KJ O'Brien b Rankin,36,23,3,3,156.52,0
Dawlat Zadran,516561,not out ,1,4,0,0,25.0,0
William Porterfield (c),24611,c Gulbadin Naib b Mohammad Nabi,35,63,4,0,55.56,1
Paul Stirling,303427,lbw b Mujeeb Ur Rahman,5,13,1,0,38.46,1
Andy Balbirnie,303423, b Mujeeb Ur Rahman,0,5,0,0,0.0,1
Niall O'Brien †,24289,c Javed Ahmadi b Dawlat Zadran,4,7,0,0,57.14,1
Gary Wilson,24609, b Mujeeb Ur Rahman,3,11,0,0,27.27,1
Kevin O'Brien,24605, b Mujeeb Ur Rahman,3,8,0,0,37.5,1
Simi Singh,1005257,lbw b Rashid Khan,5,16,0,0,31.25,1
Stuart Poynter,308294,not out ,27,42,2,0,64.29,1
George Dockrell,348034,c †Shafiqullah b Dawlat Zadran,10,12,1,0,83.33,1
Boyd Rankin,24599,c Ihsanullah b Rashid Khan,1,8,0,0,12.5,1
Tim Murtagh,17134,c Rahmat Shah b Rashid Khan,0,5,0,0,0.0,1
