Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kamran Akmal †,41028,c Rossouw b Mohammad Nawaz,49,36,5,3,136.11,0
Andre Fletcher,51862,lbw b Mohammad Irfan,1,3,0,0,33.33,0
Sohaib Maqsood,43266,c Mohammad Irfan b Ghulam Mudassar,26,29,1,2,89.66,0
Misbah-ul-Haq,41378,not out ,49,32,4,2,153.12,0
Kieron Pollard,230559,c Umar Akmal b Mohammad Nawaz,3,6,0,0,50.0,0
Liam Dawson,211855,not out ,21,14,1,1,150.0,0
Ahmed Shehzad,259410,lbw b Hasan Ali,0,1,0,0,0.0,1
Shane Watson,8180,c Hasan Ali b Umaid Asif,19,15,2,1,126.67,1
Rilee Rossouw,318845,c Sohaib Maqsood b Wahab Riaz,19,14,3,0,135.71,1
Umar Akmal,317273,not out ,75,50,7,3,150.0,1
Sarfaraz Ahmed (c)†,227760,c Sammy b Wahab Riaz,37,29,3,1,127.59,1
Dwayne Smith,53118,not out ,11,9,2,0,122.22,1
