Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Josh Inglis,662235,run out (Nielsen),55,37,3,4,148.65,0
Nick Hobson,779929, b Stanlake,9,10,1,0,90.0,0
Cameron Bancroft †,501011,lbw b Rashid Khan,22,13,2,1,169.23,0
Ashton Turner,500268,lbw b Laughlin,0,1,0,0,0.0,0
Mitchell Marsh (c),272450,not out ,50,41,4,2,121.95,0
Nathan Coulter-Nile,261354,c Wells b Valente,25,8,1,3,312.5,0
Sean Terry,467420, b Rashid Khan,4,5,0,0,80.0,0
Clint Hinchliffe,774217,not out ,3,5,0,0,60.0,0
Alex Carey †,326434,c Behrendorff b Tye,27,18,3,1,150.0,1
Jake Weatherald,781285,c Terry b Kelly,9,11,0,1,81.82,1
Travis Head (c),530011,c Hobson b Coulter-Nile,10,10,1,0,100.0,1
Jonathan Wells,233680, b Coulter-Nile,69,42,8,1,164.29,1
Harry Nielsen,713195,not out ,44,29,4,2,151.72,1
Cameron Valente,605576,run out (Marsh),5,5,0,0,100.0,1
Rashid Khan,793463,not out ,2,2,0,0,100.0,1
