Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102,not out ,111,61,95,8,7,181.97,0
Shikhar Dhawan,28235,c Pooran b Allen,43,41,67,3,0,104.88,0
Rishabh Pant,931581,c Hetmyer b Pierre,5,6,6,1,0,83.33,0
KL Rahul,422108,not out ,26,14,20,2,1,185.71,0
Shai Hope,581379, b Ahmed,6,8,9,0,1,75.0,1
Shimron Hetmyer,670025,c Dhawan b Ahmed,15,14,28,3,0,107.14,1
Darren Bravo,277472,c Sharma b Kuldeep Yadav,23,18,28,4,0,127.78,1
Denesh Ramdin †,52917,c Sharma b Kumar,10,17,38,0,0,58.82,1
Nicholas Pooran,604302, b Kuldeep Yadav,4,3,2,1,0,133.33,1
Kieron Pollard,230559,c & b Bumrah,6,11,11,1,0,54.55,1
Carlos Brathwaite (c),457249,not out ,15,19,46,0,1,78.95,1
Fabian Allen,670013,run out (Pandya),0,1,1,0,0,0.0,1
Keemo Paul,677081,c Sharma b Kumar,20,21,21,0,2,95.24,1
Khary Pierre,581160,c & b Bumrah,1,4,3,0,0,25.0,1
Oshane Thomas,914567,not out ,8,4,4,2,0,200.0,1
