Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889, b Yadav,46,30,39,6,1,153.33,0
Shikhar Dhawan,28235,c Samson b Mishra,34,37,59,3,0,91.89,0
Kane Williamson,277906, b Morris,27,24,52,3,0,112.5,0
Yuvraj Singh,36084,c Pant b Mishra,8,8,11,0,1,100.0,0
Moises Henriques,5961,lbw b Mohammed Shami,0,1,2,0,0,0.0,0
Deepak Hooda,497121,hit wicket b Coulter-Nile,10,9,13,1,0,111.11,0
Naman Ojha †,32102,c Samson b Coulter-Nile,7,9,11,1,0,77.78,0
Bhuvneshwar Kumar,326016,run out (Morris),1,2,2,0,0,50.0,0
Barinder Sran,537126,not out ,1,1,7,0,0,100.0,0
Ashish Nehra,31820,not out ,1,1,2,0,0,100.0,0
Quinton de Kock †,379143,c †Ojha b Henriques,44,31,49,5,2,141.94,1
Mayank Agarwal,398438,c Yuvraj Singh b Nehra,10,9,14,2,0,111.11,1
Karun Nair,398439, b Henriques,20,17,30,3,0,117.65,1
Sanju Samson,425943,not out ,34,26,49,0,2,130.77,1
Rishabh Pant,931581,not out ,39,26,45,2,3,150.0,1
