Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dwayne Smith,53118,c Mustafizur Rahman b Kumar,1,9,12,0,0,11.11,0
Brendon McCullum,37737,c Warner b Henriques,7,19,41,0,0,36.84,0
Suresh Raina (c),33335,c & b Kumar,20,10,11,1,2,200.0,0
Dinesh Karthik †,30045,c Williamson b Mustafizur Rahman,0,3,6,0,0,0.0,0
Aaron Finch,5334,not out ,51,42,71,3,1,121.43,0
Dwayne Bravo,51439,c sub (V Shankar) b Sran,18,20,29,1,0,90.0,0
Ravindra Jadeja,234675,c Kumar b Mustafizur Rahman,18,13,21,2,0,138.46,0
Praveen Kumar,30732,not out ,6,4,9,1,0,150.0,0
David Warner (c),219889,c Kumar b Kulkarni,24,17,16,1,2,141.18,1
Shikhar Dhawan,28235,not out ,47,40,104,6,0,117.5,1
Kane Williamson,277906,c Smith b Kumar,6,9,8,1,0,66.67,1
Moises Henriques,5961,c †Karthik b Bravo,14,16,22,2,0,87.5,1
Yuvraj Singh,36084,c Sangwan b Kulkarni,5,14,22,0,0,35.71,1
Deepak Hooda,497121,c †Karthik b Bravo,18,12,19,2,0,150.0,1
Naman Ojha †,32102,not out ,9,6,12,1,0,150.0,1
