Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Robin Uthappa,35582,c †Saha b Kumar,3,8,0,0,37.5,0
Chris Lynn,326637,c & b Shakib Al Hasan,49,34,7,1,144.12,0
Nitish Rana,604527,c Pandey b Stanlake,18,16,2,1,112.5,0
Sunil Narine,230558,c Williamson b Shakib Al Hasan,9,10,1,0,90.0,0
Dinesh Karthik (c)†,30045,c †Saha b Kumar,29,27,2,1,107.41,0
Andre Russell,276298,c Pandey b Stanlake,9,5,0,1,180.0,0
Shubman Gill,1070173,c Shakib Al Hasan b Kumar,3,9,0,0,33.33,0
Shivam Mavi,1079848,c Kumar b Kaul,7,8,0,0,87.5,0
Mitchell Johnson,6033,not out ,4,5,0,0,80.0,0
Wriddhiman Saha †,279810,c †Karthik b Narine,24,15,5,0,160.0,1
Shikhar Dhawan,28235, b Narine,7,7,1,0,100.0,1
Kane Williamson (c),277906,c Russell b Johnson,50,44,4,1,113.64,1
Manish Pandey,290630,lbw b Kuldeep Yadav,4,11,0,0,36.36,1
Shakib Al Hasan,56143, b Chawla,27,21,2,1,128.57,1
Deepak Hooda,497121,not out ,5,9,0,0,55.56,1
Yusuf Pathan,32498,not out ,17,7,2,1,242.86,1
