Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Chadwick Walton,315586,c Babar Azam b Mohammad Nawaz,0,9,0,0,0.0,0
Andre Fletcher,51862,run out (Mohammad Nawaz),52,43,4,3,120.93,0
Marlon Samuels,52983, b Shadab Khan,31,25,2,2,124.0,0
Andre McCarthy,230556,c Fakhar Zaman b Shadab Khan,5,8,0,0,62.5,0
Rovman Powell,820351,lbw b Faheem Ashraf,2,5,0,0,40.0,0
Jason Mohammed (c),230549,c †Sarfraz Ahmed b Usman Shinwari,13,12,2,0,108.33,0
Denesh Ramdin †,52917,not out ,42,18,4,3,233.33,0
Keemo Paul,677081,not out ,1,1,0,0,100.0,0
Fakhar Zaman,512191,c †Ramdin b Emrit,40,17,6,2,235.29,1
Babar Azam,348144,c Walton b Smith,51,40,6,0,127.5,1
Hussain Talat,628240,not out ,31,28,3,0,110.71,1
Asif Ali,494230,not out ,25,16,2,1,156.25,1
