Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,lbw b Zampa,42,44,6,0,95.45,0
Shikhar Dhawan,28235,c Starc b Richardson,96,90,13,1,106.67,0
Virat Kohli (c),253802,c Starc b Zampa,78,76,6,0,102.63,0
Shreyas Iyer,642519, b Zampa,7,17,1,0,41.18,0
KL Rahul †,422108,run out (†Carey),80,52,6,3,153.85,0
Manish Pandey,290630,c Agar b Richardson,2,4,0,0,50.0,0
Ravindra Jadeja,234675,not out ,20,16,1,0,125.0,0
Mohammed Shami,481896,not out ,1,1,0,0,100.0,0
David Warner,219889,c Pandey b Mohammed Shami,15,12,2,0,125.0,1
Aaron Finch (c),5334,st †Rahul b Jadeja,33,48,3,0,68.75,1
Steven Smith,267192, b Kuldeep Yadav,98,102,9,1,96.08,1
Marnus Labuschagne,787987,c Mohammed Shami b Jadeja,46,47,4,0,97.87,1
Alex Carey †,326434,c Kohli b Kuldeep Yadav,18,17,0,1,105.88,1
Ashton Turner,500268, b Mohammed Shami,13,15,0,0,86.67,1
Ashton Agar,505120,lbw b Saini,25,25,3,0,100.0,1
Pat Cummins,489889, b Mohammed Shami,0,1,0,0,0.0,1
Mitchell Starc,311592,c †Rahul b Saini,6,11,0,0,54.55,1
Kane Richardson,272262,not out ,24,11,4,1,218.18,1
Adam Zampa,379504,c †Rahul b Bumrah,6,6,1,0,100.0,1
