Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hazratullah Zazai,793457,c Stirling b Rankin,31,17,5,1,182.35,0
Usman Ghani,711559,lbw b Rankin,13,9,2,0,144.44,0
Najeeb Tarakai,533953,c Balbirnie b Dockrell,17,12,2,1,141.67,0
Asghar Afghan (c),320652,c Thompson b Getkate,20,20,2,1,100.0,0
Mohammad Nabi,25913,c Balbirnie b Chase,81,36,6,7,225.0,0
Najibullah Zadran,524049,run out (Dockrell),12,8,1,1,150.0,0
Shafiqullah †,362603,c Thompson b Rankin,12,7,1,1,171.43,0
Rashid Khan,793463,not out ,7,7,0,0,100.0,0
Sharafuddin Ashraf,633362,not out ,3,4,0,0,75.0,0
Paul Stirling (c),303427,c Asghar Afghan b Ziaur Rahman,10,9,2,0,111.11,1
Kevin O'Brien,24605,c †Shafiqullah b Rashid Khan,74,47,5,3,157.45,1
Andy Balbirnie,303423, b Ziaur Rahman,47,33,7,0,142.42,1
Stuart Thompson,414821,run out (Najibullah Zadran),1,1,0,0,100.0,1
George Dockrell,348034,c Mohammad Nabi b Rashid Khan,18,10,1,1,180.0,1
Shane Getkate,303508,st †Shafiqullah b Rashid Khan,2,4,0,0,50.0,1
Stuart Poynter †,308294,not out ,10,8,1,0,125.0,1
Simi Singh,1005257,lbw b Rashid Khan,0,1,0,0,0.0,1
Josh Little,928067, b Rashid Khan,6,5,1,0,120.0,1
Boyd Rankin,24599,not out ,2,2,0,0,100.0,1
