Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Parthiv Patel †,32242,c Kaul b Sandeep Sharma,1,4,0,0,25.0,0
Virat Kohli (c),253802, b Rashid Khan,12,11,2,0,109.09,0
AB de Villiers,44936,c Dhawan b Rashid Khan,69,39,12,1,176.92,0
Moeen Ali,8917,c †Goswami b Rashid Khan,65,34,2,6,191.18,0
Colin de Grandhomme,55395,c Rashid Khan b Kaul,40,17,1,4,235.29,0
Mandeep Singh,398506,c Dhawan b Kaul,4,6,0,0,66.67,0
Sarfaraz Khan,642525,not out ,22,8,3,1,275.0,0
Tim Southee,232364,not out ,1,1,0,0,100.0,0
Shikhar Dhawan,28235,c & b Chahal,18,15,0,2,120.0,1
Alex Hales,249866,c de Villiers b Ali,37,24,2,3,154.17,1
Kane Williamson (c),277906,c de Grandhomme b Mohammed Siraj,81,42,7,5,192.86,1
Manish Pandey,290630,not out ,62,38,7,2,163.16,1
Deepak Hooda,497121,not out ,1,1,0,0,100.0,1
