Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ahmed Shehzad,259410,run out (Umaid Asif),37,37,3,0,100.0,0
Kumar Sangakkara †,50710, b Dawson,28,24,3,2,116.67,0
Sohaib Maqsood,43266,not out ,85,42,4,7,202.38,0
Shoaib Malik (c),42657,c Hasan Ali b Umaid Asif,13,10,1,0,130.0,0
Kieron Pollard,230559,not out ,16,8,0,2,200.0,0
Kamran Akmal †,41028,c Shoaib Malik b Mohammad Irfan,9,12,1,0,75.0,1
Andre Fletcher,51862,c †Sangakkara b Sohail Tanvir,11,6,0,1,183.33,1
Dwayne Smith,53118,c Bravo b Pollard,18,20,3,0,90.0,1
Mohammad Hafeez (c),41434,c †Sangakkara b Pollard,56,41,5,2,136.59,1
Riki Wessels,23508,c Ahmed Shehzad b Mohammad Irfan,22,17,3,0,129.41,1
Liam Dawson,211855,c Bravo b Sohail Tanvir,32,17,0,3,188.24,1
Hammad Azam,384518,c †Sangakkara b Sohail Tanvir,0,1,0,0,0.0,1
Hasan Ali,681305,c Ahmed Shehzad b Pollard,3,4,0,0,75.0,1
Wahab Riaz,43590,not out ,6,2,0,1,300.0,1
Umaid Asif,429122,not out ,0,0,0,0,,1
