Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Umar Siddiq †,598896,c Sohail Akhtar b Shaheen Shah Afridi,53,38,4,2,139.47,0
James Vince,296597,c Fakhar Zaman b Lamichhane,84,41,7,6,204.88,0
Shoaib Malik (c),42657,c Wiese b Lamichhane,10,8,0,1,125.0,0
Andre Russell,276298,c & b Lamichhane,7,6,0,1,116.67,0
Laurie Evans,256956,c & b Haris Rauf,8,13,0,0,61.54,0
Dan Christian,4864,run out (Haris Rauf),21,10,1,2,210.0,0
Hammad Azam,384518,not out ,2,2,0,0,100.0,0
Mohammad Irfan,716779,not out ,4,2,1,0,200.0,0
Fakhar Zaman,512191,c Evans b Junaid Khan,63,35,7,3,180.0,1
Sohail Akhtar,532424,c Russell b Mohammad Ilyas,10,11,1,0,90.91,1
Salman Butt,42683, b Junaid Khan,17,19,1,0,89.47,1
AB de Villiers (c),44936,not out ,52,29,3,3,179.31,1
Agha Salman,623977,c †Umar Siddiq b Junaid Khan,2,6,0,0,33.33,1
Brendan Taylor †,55814,retired hurt ,1,1,0,0,100.0,1
David Wiese,221140,not out ,45,20,0,5,225.0,1
