Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dimuth Karunaratne (c),227772,c †Buttler b Archer,1,8,9,0,0,12.5,0
Kusal Perera †,300631,c Ali b Woakes,2,6,12,0,0,33.33,0
Avishka Fernando,784369,c Rashid b Wood,49,39,50,6,2,125.64,0
Kusal Mendis,629074,c Morgan b Rashid,46,68,110,2,0,67.65,0
Angelo Mathews,49764,not out ,85,115,146,5,1,73.91,0
Jeevan Mendis,49700,c & b Rashid,0,1,2,0,0,0.0,0
Dhananjaya de Silva,465793,c Root b Archer,29,47,48,1,0,61.7,0
Thisara Perera,233514,c Rashid b Archer,2,6,12,0,0,33.33,0
Isuru Udana,328026,c Root b Wood,6,4,7,1,0,150.0,0
Lasith Malinga,49758, b Wood,1,5,9,0,0,20.0,0
Nuwan Pradeep,324358,not out ,1,1,8,0,0,100.0,0
James Vince,296597,c BKG Mendis b Malinga,14,18,33,2,0,77.78,1
Jonny Bairstow,297433,lbw b Malinga,0,1,3,0,0,0.0,1
Joe Root,303669,c †MDKJ Perera b Malinga,57,89,126,3,0,64.04,1
Eoin Morgan (c),24598,c & b Udana,21,35,51,2,0,60.0,1
Ben Stokes,311158,not out ,82,89,135,7,4,92.13,1
Jos Buttler †,308967,lbw b Malinga,10,9,16,1,0,111.11,1
Moeen Ali,8917,c Udana b de Silva,16,20,25,0,1,80.0,1
Chris Woakes,247235,c †MDKJ Perera b de Silva,2,4,8,0,0,50.0,1
Adil Rashid,244497,c †MDKJ Perera b de Silva,1,2,3,0,0,50.0,1
Jofra Archer,669855,c NLTC Perera b Udana,3,11,18,0,0,27.27,1
Mark Wood,351588,c †MDKJ Perera b Pradeep,0,4,19,0,0,0.0,1
