Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mohammad Hafeez,41434,c Masakadza b Jarvis,7,8,7,0,1,87.50,0
Fakhar Zaman,512191, b Chisoro,61,40,66,3,3,152.50,0
Hussain Talat,628240,c †Moor b Chibhabha,10,12,19,1,0,83.33,0
Sarfaraz Ahmed (c)†,227760,c Musakanda b Chisoro,16,15,14,2,0,106.66,0
Shoaib Malik,42657,not out ,37,24,50,2,1,154.16,0
Asif Ali,494230,not out ,41,21,26,1,4,195.23,0
Solomon Mire,290462,c Hasan Ali b Mohammad Nawaz,27,29,42,1,2,93.10,1
Chamu Chibhabha,55354,lbw b Mohammad Nawaz,0,3,3,0,0,0.00,1
Hamilton Masakadza (c),55608,c †Sarfraz Ahmed b Hasan Ali,7,8,17,0,1,87.50,1
Tarisai Musakanda,596375,c Shadab Khan b Usman Shinwari,43,35,52,2,0,122.85,1
Peter Moor †,333000, b Shadab Khan,2,5,5,0,0,40.00,1
Elton Chigumbura,55343, b Hasan Ali,14,10,13,1,1,140.00,1
Ryan Burl,495964,c Shoaib Malik b Mohammad Hafeez,9,11,18,0,0,81.81,1
Tendai Chisoro,235519,c †Sarfraz Ahmed b Usman Shinwari,1,2,3,0,0,50.00,1
Blessing Muzarabani,827051, b Mohammad Hafeez,0,2,4,0,0,0.00,1
John Nyumbu,55666,not out ,1,2,1,0,0,50.00,1
Kyle Jarvis,332996,absent hurt,-,-,-,-,-,0.00,1
