Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite,348024,c Nicholls b Wagner,24,70,90,0,1,34.29,0
Kieran Powell,252932,c Raval b Boult,42,79,111,8,0,53.16,0
Shimron Hetmyer,670025,c Latham b Wagner,13,15,27,3,0,86.67,0
Shai Hope,581379,c †Blundell b Wagner,0,3,8,0,0,0.0,0
Roston Chase,391832,c Raval b Wagner,5,16,27,1,0,31.25,0
Sunil Ambris,348054,hit wicket b Wagner,0,1,5,0,0,0.0,0
Shane Dowrich †,431905,run out (Santner),18,22,27,3,0,81.82,0
Jason Holder (c),391485, b Wagner,0,1,1,0,0,0.0,0
Kemar Roach,230553,not out ,14,26,55,2,0,53.85,0
Miguel Cummins,556749, b Boult,1,6,6,0,0,16.67,0
Shannon Gabriel,446101,c Latham b Wagner,10,35,41,2,0,28.57,0
Tom Latham,388802,c Roach b Holder,37,87,120,5,0,42.53,1
Jeet Raval,277914,c †Dowrich b Roach,42,125,220,5,0,33.6,1
Kane Williamson (c),277906,c Hope b Roach,1,10,16,0,0,10.0,1
Ross Taylor,38699,lbw b Roach,93,160,247,10,0,58.13,1
Henry Nicholls,539511,c Gabriel b Cummins,67,156,209,8,0,42.95,1
Mitchell Santner,502714, b Cummins,17,36,57,3,0,47.22,1
Colin de Grandhomme,55395,c Powell b Chase,105,74,107,11,3,141.89,1
Tom Blundell †,440516,not out ,107,180,228,13,1,59.44,1
Neil Wagner,233713, b Chase,3,13,15,0,0,23.08,1
Matt Henry,506612,c †Dowrich b Gabriel,4,6,8,1,0,66.67,1
Trent Boult,277912,not out ,18,60,106,1,1,30.0,1
Kraigg Brathwaite,348024,lbw b Santner,91,221,317,8,1,41.18,2
Kieran Powell,252932,c & b Henry,40,55,82,5,2,72.73,2
Shimron Hetmyer,670025,c Raval b Henry,66,89,112,8,2,74.16,2
Shai Hope,581379,c Williamson b Boult,37,125,158,6,0,29.6,2
Roston Chase,391832, b Henry,18,38,51,3,0,47.37,2
Sunil Ambris,348054,c Taylor b de Grandhomme,18,32,46,2,1,56.25,2
Shane Dowrich †,431905,c Santner b Wagner,3,24,36,0,0,12.5,2
Jason Holder (c),391485,c Boult b Wagner,7,17,24,1,0,41.18,2
Kemar Roach,230553,lbw b de Grandhomme,7,10,13,1,0,70.0,2
Miguel Cummins,556749, b Boult,14,16,23,3,0,87.5,2
Shannon Gabriel,446101,not out ,4,9,17,1,0,44.44,2
