Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Babar Azam,348144,lbw b Shadab Khan,25,21,5,0,119.05,0
Chris Gayle,51880, b Rumman Raees,17,15,2,1,113.33,0
Kumar Sangakkara (c)†,50710,c Misbah-ul-Haq b Watson,17,19,2,0,89.47,0
Shoaib Malik,42657,run out (Asif Ali/†Haddin),25,23,2,0,108.7,0
Ravi Bopara,10582,c Shadab Khan b Watson,14,15,2,0,93.33,0
Kieron Pollard,230559,c Shadab Khan b Rumman Raees,5,8,0,0,62.5,0
Imad Wasim,227758,c Asif Ali b Rumman Raees,14,9,1,1,155.56,0
Sohail Khan,317252, b Rumman Raees,0,1,0,0,0.0,0
Mohammad Amir,290948,not out ,2,3,0,0,66.67,0
Usama Mir,647667,c Rumman Raees b Mohammad Sami,1,2,0,0,50.0,0
Usman Shinwari,697279, b Mohammad Sami,0,2,0,0,0.0,0
Dwayne Smith,53118,c †Sangakkara b Mohammad Amir,8,11,1,0,72.73,1
Asif Ali,494230,c †Sangakkara b Usama Mir,39,36,3,1,108.33,1
Brad Haddin †,5560, b Mohammad Amir,0,3,0,0,0.0,1
Misbah-ul-Haq (c),41378, b Imad Wasim,13,13,1,0,100.0,1
Shane Watson,8180, b Imad Wasim,8,9,1,0,88.89,1
Shadab Khan,922943,c Bopara b Usama Mir,1,2,0,0,50.0,1
Nicholas Pooran,604302,lbw b Imad Wasim,1,3,0,0,33.33,1
Amad Butt,717373, b Sohail Khan,7,8,1,0,87.5,1
Mohammad Sami,41324,lbw b Usama Mir,0,1,0,0,0.0,1
Rumman Raees,448243,c Pollard b Mohammad Amir,0,4,0,0,0.0,1
Mohammad Irfan,429981,not out ,0,2,0,0,0.0,1
