Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Brendon McCullum,37737,c †Carey b Stanlake,4,2,1,0,200.0,0
Max Bryant,1088608,c Rashid Khan b Short,22,20,2,0,110.0,0
Chris Lynn (c),326637,c Neser b Siddle,33,20,4,2,165.0,0
Joe Burns,326632,c Weatherald b Stanlake,20,14,1,1,142.86,0
Sam Heazlett,826679, b Laughlin,2,6,0,0,33.33,0
Ben Cutting,230371,c Weatherald b Rashid Khan,8,10,0,0,80.0,0
Jimmy Peirson †,444970,not out ,24,13,2,1,184.62,0
James Pattinson,272465,st †Carey b Short,4,7,0,0,57.14,0
Mark Steketee,555853, b Rashid Khan,0,2,0,0,0.0,0
Mitchell Swepson,590326,lbw b Rashid Khan,0,2,0,0,0.0,0
Mujeeb Ur Rahman,974109,c Lehmann b Neser,27,22,3,0,122.73,0
Alex Carey †,326434, b Swepson,70,46,5,4,152.17,1
Jake Weatherald,781285,c Pattinson b Burns,17,13,2,0,130.77,1
Colin Ingram (c),45705,c Heazlett b Pattinson,1,3,0,0,33.33,1
Matthew Short,605575,c McCullum b Pattinson,13,18,0,0,72.22,1
Jonathan Wells,233680,not out ,24,22,2,0,109.09,1
Jake Lehmann,437448,c Swepson b Cutting,16,12,1,0,133.33,1
Michael Neser,376169,not out ,1,1,0,0,100.0,1
