Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mohammad Hafeez,41434, b Usman Shinwari,0,3,0,0,0.0,0
Kamran Akmal,41028,c Bopara b Usman Shinwari,75,51,3,6,147.06,0
Dwayne Smith,53118,c Babar Azam b Shahid Afridi,15,16,0,2,93.75,0
Riki Wessels †,23508,c Usman Shinwari b Bopara,11,14,1,0,78.57,0
Saad Nasim,317248, b Usman Shinwari,35,18,4,2,194.44,0
Daren Sammy (c),53115,not out ,36,15,2,4,240.0,0
Liam Dawson,211855, b Mohammad Amir,2,4,0,0,50.0,0
Babar Azam,348144,c Dawson b Wahab Riaz,66,50,4,4,132.0,1
Joe Denly,12454,c Umaid Asif b Hasan Ali,0,5,0,0,0.0,1
Colin Ingram,45705, b Wahab Riaz,0,8,0,0,0.0,1
Eoin Morgan (c),24598,c Saad Nasim b Dawson,5,7,0,0,71.43,1
Ravi Bopara,10582,c sub (Mohammad Asghar) b Dawson,7,13,0,0,53.85,1
Shahid Afridi,42639,c sub (Mohammad Asghar) b Dawson,26,8,0,4,325.0,1
Mohammad Rizwan †,323389,c Sameen Gul b Umaid Asif,16,18,1,0,88.89,1
Usama Mir,647667, b Umaid Asif,9,11,1,0,81.82,1
Mohammad Irfan,805925,not out ,0,0,0,0,,1
