Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,c van der Dussen b Shamsi,101,116,199,8,0,87.07,0
Fakhar Zaman,512191,c Rabada b BE Hendricks,2,10,12,0,0,20.0,0
Babar Azam,348144,lbw b Steyn,69,72,109,7,1,95.83,0
Mohammad Hafeez,41434,c Phehlukwayo b Rabada,52,45,58,6,1,115.56,0
Shoaib Malik,42657,c BE Hendricks b Rabada,31,27,42,3,0,114.81,0
Imad Wasim,227758,not out ,43,23,32,7,0,186.96,0
Hasan Ali,681305,c Miller b Steyn,1,4,5,0,0,25.0,0
Sarfaraz Ahmed (c)†,227760,not out ,6,3,5,1,0,200.0,0
Quinton de Kock †,379143,run out (Shadab Khan),33,36,61,4,0,91.67,1
Hashim Amla,43906,c Babar Azam b Hasan Ali,25,30,39,3,0,83.33,1
Reeza Hendricks,269280,not out ,83,90,88,8,2,92.22,1
Faf du Plessis (c),44828,not out ,40,42,66,3,1,95.24,1
