Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Luke Wright,23460,c Cooper b Bravo,12,13,2,0,92.31,0
Ben Dunk,388678,c †Ludeman b Wildermuth,47,30,5,1,156.67,0
Kevin Pietersen,19296,c Cooper b Mohammad Nabi,40,30,6,0,133.33,0
Glenn Maxwell,325026, b Richardson,33,23,3,0,143.48,0
Marcus Stoinis,325012,not out ,24,24,1,0,100.0,0
Marcus Harris,434813,c Hastings b Coleman,8,13,1,0,61.54,1
Aaron Finch (c),5334, b Zampa,43,22,7,1,195.45,1
Cameron White,8291,not out ,35,37,2,0,94.59,1
Mohammad Nabi,25913,c Dunk b Hastings,52,30,2,2,173.33,1
Brad Hodge,5674,c Dunk b Hastings,4,5,0,0,80.0,1
Dwayne Bravo,51439,not out ,6,2,0,1,300.0,1
