Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mohammad Rizwan †,323389,c Phehlukwayo b Pretorius,51,41,74,6,1,124.39,0
Babar Azam (c),348144,lbw b Pretorius,5,4,6,1,0,125.0,0
Haider Ali,1168651,c Sipamla b Phehlukwayo,10,11,18,2,0,90.91,0
Hussain Talat,628240,c van Biljon b Shamsi,3,7,11,0,0,42.86,0
Iftikhar Ahmed,480603,c Miller b Pretorius,20,21,32,2,0,95.24,0
Khushdil Shah,716733,c †Klaasen b Pretorius,15,18,21,2,0,83.33,0
Faheem Ashraf,681117,not out ,30,12,21,2,2,250.0,0
Mohammad Nawaz,348148, b Pretorius,0,2,2,0,0,0.0,0
Usman Qadir,348152,not out ,4,4,7,0,0,100.0,0
Janneman Malan,605680, b Shaheen Shah Afridi,4,2,2,1,0,200.0,1
Reeza Hendricks,269280,c Iftikhar Ahmed b Usman Qadir,42,30,59,3,3,140.0,1
JJ Smuts,280490,c Babar Azam b Shaheen Shah Afridi,7,8,11,1,0,87.5,1
Pite van Biljon,266268,c & b Mohammad Nawaz,42,32,55,3,2,131.25,1
David Miller,321777,not out ,25,19,26,2,1,131.58,1
Heinrich Klaasen (c)†,436757,not out ,17,9,19,3,0,188.89,1
