Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889, b Kumar,8,5,2,2,0,160.0,0
Aaron Finch,5334, b Kuldeep Yadav,42,30,40,4,1,140.0,0
Glenn Maxwell,325026,c Bumrah b Chahal,17,16,24,2,0,106.25,0
Travis Head,530011, b Pandya,9,16,27,0,0,56.25,0
Moises Henriques,5961, b Kuldeep Yadav,8,9,9,1,0,88.89,0
Dan Christian,4864,run out (Kohli),9,13,26,0,0,69.23,0
Tim Paine †,7252, b Bumrah,17,16,14,1,1,106.25,0
Nathan Coulter-Nile,261354, b Bumrah,1,2,2,0,0,50.0,0
Andrew Tye,459508,not out ,0,2,6,0,0,0.0,0
Adam Zampa,379504,not out ,4,3,2,1,0,133.33,0
Rohit Sharma,34102, b Coulter-Nile,11,7,5,1,1,157.14,1
Shikhar Dhawan,28235,not out ,15,12,25,3,0,125.0,1
Virat Kohli (c),253802,not out ,22,14,19,3,0,157.14,1
