Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Lynn,326637, b Aaron,0,3,4,0,0,0.0,0
Shubman Gill,1070173, b Aaron,14,14,24,2,0,100.0,0
Nitish Rana,604527,c Aaron b Gopal,21,26,35,3,0,80.77,0
Dinesh Karthik (c)†,30045,not out ,97,50,82,7,9,194.0,0
Sunil Narine,230558,run out (Aaron/Rahane),11,8,15,1,1,137.5,0
Andre Russell,276298,c Parag b Thomas,14,14,33,0,1,100.0,0
Carlos Brathwaite,457249,c Rahane b Unadkat,5,3,4,1,0,166.67,0
Rinku Singh,723105,not out ,3,3,16,0,0,100.0,0
Ajinkya Rahane,277916,lbw b Narine,34,21,25,5,1,161.9,1
Sanju Samson †,425943, b Chawla,22,15,32,0,2,146.67,1
Steven Smith (c),267192, b Narine,2,6,12,0,0,33.33,1
Ben Stokes,311158,c Russell b Chawla,11,10,20,2,0,110.0,1
Riyan Parag,1079434,hit wicket b Russell,47,31,63,5,2,151.61,1
Stuart Binny,27223,c Singh b Chawla,11,11,11,0,1,100.0,1
Shreyas Gopal,344580,c Shubman Gill b Prasidh Krishna,18,9,18,4,0,200.0,1
Jofra Archer,669855,not out ,27,12,22,2,2,225.0,1
Jaydev Unadkat,390484,not out ,0,1,3,0,0,0.0,1
