Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kieran Powell,252932,c Sharma b Bumrah,21,25,2,1,84.0,0
Chandrapaul Hemraj,530811,c †Dhoni b Bumrah,15,20,2,1,75.0,0
Shai Hope †,581379, b Bumrah,95,113,6,3,84.07,0
Marlon Samuels,52983,c †Dhoni b Ahmed,9,17,1,0,52.94,0
Shimron Hetmyer,670025,st †Dhoni b Kuldeep Yadav,37,21,2,3,176.19,0
Rovman Powell,820351,c Sharma b Kuldeep Yadav,4,16,0,0,25.0,0
Jason Holder (c),391485,c sub (RA Jadeja) b Kumar,32,39,2,1,82.05,0
Fabian Allen,670013,c Pant b Chahal,5,7,1,0,71.43,0
Ashley Nurse,315594,lbw b Bumrah,40,22,4,2,181.82,0
Kemar Roach,230553,not out ,15,19,1,1,78.95,0
Obed McCoy,906783,not out ,0,1,0,0,0.0,0
Rohit Sharma,34102, b Holder,8,9,2,0,88.89,1
Shikhar Dhawan,28235,lbw b Nurse,35,45,5,0,77.78,1
Virat Kohli (c),253802, b Samuels,107,119,10,1,89.92,1
Ambati Rayudu,33141, b McCoy,22,27,2,0,81.48,1
Rishabh Pant,931581,c †Hope b Nurse,24,18,3,1,133.33,1
MS Dhoni †,28081,c †Hope b Holder,7,11,0,0,63.64,1
Bhuvneshwar Kumar,326016,c R Powell b McCoy,10,17,1,0,58.82,1
Kuldeep Yadav,559235,not out ,15,21,1,0,71.43,1
Yuzvendra Chahal,430246,c sub (KMA Paul) b Roach,3,5,0,0,60.0,1
Khaleel Ahmed,942645,st †Hope b Samuels,3,11,0,0,27.27,1
Jasprit Bumrah,625383,c Holder b Samuels,0,3,0,0,0.0,1
