Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mohammad Rizwan (c)†,323389,c Imam-ul-Haq b Mohammad Imran,41,28,48,3,2,146.43,0
Chris Lynn,326637,c Haider Ali b Mohammad Irfan,1,4,7,0,0,25.0,0
James Vince,296597,c Mohammad Irfan b Mahmood,84,55,87,9,3,152.73,0
Sohaib Maqsood,43266,c †Kamran Akmal b Mahmood,36,21,34,4,2,171.43,0
Rilee Rossouw,318845,not out ,14,8,16,1,1,175.0,0
Khushdil Shah,716733,not out ,6,5,4,0,0,120.0,0
Imam-ul-Haq,568276,run out (Brathwaite/†Mohammad Rizwan),48,39,79,5,0,123.08,1
Kamran Akmal †,41028,lbw b Usman Qadir,37,24,37,5,2,154.17,1
Tom Kohler-Cadmore,470633,c Sohail Tanvir b Shahnawaz Dhani,53,32,57,6,1,165.62,1
Sherfane Rutherford,914541,c Brathwaite b Shahnawaz Dhani,15,6,13,2,1,250.0,1
Shoaib Malik,42657,not out ,11,5,15,0,1,220.0,1
Haider Ali,1168651,not out ,24,8,11,2,2,300.0,1
