Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Janneman Malan,605680,lbw b Starc,0,1,1,0,0,0.0,0
Quinton de Kock (c)†,379143,c †Carey b Hazlewood,15,16,30,1,0,93.75,0
Temba Bavuma,372116, b Cummins,26,30,45,3,0,86.67,0
Kyle Verreynne,595004,c Marsh b Cummins,48,64,86,2,0,75.0,0
Heinrich Klaasen,436757,not out ,123,114,176,7,3,107.89,0
David Miller,321777,c †Carey b Cummins,64,70,93,4,1,91.43,0
Andile Phehlukwayo,540316,run out (Cummins),0,2,2,0,0,0.0,0
Keshav Maharaj,267724, b Starc,2,2,5,0,0,100.0,0
Anrich Nortje,481979,not out ,1,1,3,0,0,100.0,0
David Warner,219889,c Verreynne b Ngidi,25,27,37,3,0,92.59,1
Aaron Finch (c),5334,c †de Kock b Ngidi,10,12,15,1,0,83.33,1
Steven Smith,267192,lbw b Nortje,76,94,129,3,0,80.85,1
Marnus Labuschagne,787987,c Ngidi b Maharaj,41,51,74,2,0,80.39,1
Mitchell Marsh,272450, b Ngidi,16,19,27,1,0,84.21,1
Alex Carey †,326434,c Verreynne b Shamsi,5,16,30,0,0,31.25,1
D'Arcy Short,308798,st †de Kock b Shamsi,18,24,41,1,0,75.0,1
Mitchell Starc,311592,run out (†de Kock),5,12,11,0,0,41.67,1
Pat Cummins,489889,c Verreynne b Phehlukwayo,6,7,9,1,0,85.71,1
Adam Zampa,379504,not out ,7,5,10,1,0,140.0,1
Josh Hazlewood,288284, b Nortje,1,4,4,0,0,25.0,1
