Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Lendl Simmons,53116,c Sharma b Chahar,2,4,0,0,50.0,0
Evin Lewis,431901,lbw b Washington Sundar,40,17,3,4,235.29,0
Brandon King,670035,st †Pant b Jadeja,31,23,3,1,134.78,0
Shimron Hetmyer,670025,c Sharma b Chahal,56,41,2,4,136.59,0
Kieron Pollard (c),230559, b Chahal,37,19,1,4,194.74,0
Jason Holder,391485,not out ,24,9,1,2,266.67,0
Denesh Ramdin †,52917,not out ,11,7,1,0,157.14,0
Rohit Sharma,34102,c Hetmyer b Pierre,8,10,1,0,80.0,1
KL Rahul,422108,c Pollard b Pierre,62,40,5,4,155.0,1
Virat Kohli (c),253802,not out ,94,50,6,6,188.0,1
Rishabh Pant †,931581,c Holder b Cottrell,18,9,0,2,200.0,1
Shreyas Iyer,642519,c & b Pollard,4,6,0,0,66.67,1
Shivam Dube,714451,not out ,0,0,0,0,,1
