Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Azhar Ali,39037,lbw b Broad,2,29,42,0,0,6.9,0
Imam-ul-Haq,568276,c Root b Broad,0,6,10,0,0,0.0,0
Haris Sohail,318788,c Malan b Woakes,28,57,86,4,0,49.12,0
Asad Shafiq,316397,c Cook b Woakes,27,48,72,5,0,56.25,0
Usman Salahuddin,260519,lbw b Broad,4,18,42,0,0,22.22,0
Sarfaraz Ahmed (c)†,227760, b Anderson,14,13,19,2,0,107.69,0
Shadab Khan,922943,c Jennings b Curran,56,52,97,10,0,107.69,0
Faheem Ashraf,681117,lbw b Anderson,0,5,5,0,0,0.0,0
Mohammad Amir,290948,c †Bairstow b Anderson,13,32,39,2,0,40.62,0
Hasan Ali,681305,c & b Woakes,24,16,25,5,0,150.0,0
Mohammad Abbas,389666,not out ,1,13,20,0,0,7.69,0
Alastair Cook,11728,c †Sarfaraz Ahmed b Hasan Ali,46,106,153,7,0,43.4,1
Keaton Jennings,440780,c †Sarfaraz Ahmed b Faheem Ashraf,29,57,74,5,0,50.88,1
Joe Root (c),303669,c †Sarfaraz Ahmed b Mohammad Amir,45,72,117,6,0,62.5,1
Dom Bess,646847,c Asad Shafiq b Shadab Khan,49,95,147,7,0,51.58,1
Dawid Malan,236489,c Haris Sohail b Mohammad Amir,28,71,92,5,0,39.44,1
Jonny Bairstow †,297433,c †Sarfaraz Ahmed b Faheem Ashraf,21,48,60,4,0,43.75,1
Jos Buttler,308967,not out ,80,101,174,11,2,79.21,1
Chris Woakes,247235,c †Sarfaraz Ahmed b Mohammad Abbas,17,31,41,3,0,54.84,1
Sam Curran,662973,c Asad Shafiq b Mohammad Abbas,20,38,52,4,0,52.63,1
Stuart Broad,10617,c Mohammad Abbas b Faheem Ashraf,2,15,24,0,0,13.33,1
James Anderson,8608,c Haris Sohail b Hasan Ali,5,4,10,1,0,125.0,1
Azhar Ali,39037, b Anderson,11,14,21,2,0,78.57,2
Imam-ul-Haq,568276,lbw b Bess,34,64,110,5,0,53.12,2
Haris Sohail,318788,c Bess b Anderson,8,12,13,1,0,66.67,2
Asad Shafiq,316397,c †Bairstow b Broad,5,5,14,1,0,100.0,2
Usman Salahuddin,260519,c Root b Bess,33,102,139,2,0,32.35,2
Sarfaraz Ahmed (c)†,227760,lbw b Woakes,8,13,21,1,0,61.54,2
Shadab Khan,922943,c Cook b Curran,4,7,12,0,0,57.14,2
Faheem Ashraf,681117,c Malan b Bess,3,19,27,0,0,15.79,2
Mohammad Amir,290948,not out ,7,20,43,1,0,35.0,2
Hasan Ali,681305,c Cook b Broad,9,11,17,0,1,81.82,2
Mohammad Abbas,389666,c Root b Broad,1,10,13,0,0,10.0,2
