Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Brendan Taylor †,55814,c Haider Ali b Haris Rauf,20,13,19,3,0,153.85,0
Chamu Chibhabha (c),55354,lbw b Mohammad Hasnain,0,2,3,0,0,0.0,0
Sean Williams,55870, b Usman Qadir,25,24,37,4,0,104.17,0
Wesley Madhevere,938959,not out ,70,48,78,9,1,145.83,0
Sikandar Raza,299572,c †Mohammad Rizwan b Wahab Riaz,7,5,9,1,0,140.0,0
Ryan Burl,495964, b Haris Rauf,8,15,28,0,0,53.33,0
Elton Chigumbura,55343,c Mohammad Hafeez b Wahab Riaz,21,13,17,2,1,161.54,0
Fakhar Zaman,512191,c Chigumbura b Muzarabani,19,12,16,2,1,158.33,1
Babar Azam (c),348144,c Madhevere b Chatara,82,55,68,9,1,149.09,1
Haider Ali,1168651,c †Taylor b Ngarava,7,8,14,1,0,87.5,1
Mohammad Hafeez,41434, b Muzarabani,36,32,44,3,1,112.5,1
Khushdil Shah,716733,not out ,5,4,11,1,0,125.0,1
Mohammad Rizwan †,323389,not out ,0,3,3,0,0,0.0,1
