Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Suryakumar Yadav,446507, b Yadav,0,1,0,0,0.0,0
Evin Lewis,431901,c †de Kock b Anderson,65,42,6,5,154.76,0
Ishan Kishan †,720471, b Yadav,0,1,0,0,0.0,0
Rohit Sharma (c),34102,c Woakes b Anderson,94,52,10,5,180.77,0
Krunal Pandya,471342,run out (Woakes/Anderson),15,12,1,1,125.0,0
Kieron Pollard,230559,c de Villiers b Woakes,5,7,0,0,71.43,0
Hardik Pandya,625371,not out ,17,5,1,2,340.0,0
Mitchell McClenaghan,319439,not out ,0,0,0,0,,0
Virat Kohli (c),253802,not out ,92,62,7,4,148.39,1
Quinton de Kock †,379143, b McClenaghan,19,12,2,1,158.33,1
AB de Villiers,44936,c HH Pandya b McClenaghan,1,2,0,0,50.0,1
Mandeep Singh,398506,st †Ishan Kishan b KH Pandya,16,14,1,0,114.29,1
Corey Anderson,277662,c sub (JP Duminy) b KH Pandya,0,1,0,0,0.0,1
Washington Sundar,719715,c Yadav b KH Pandya,7,8,1,0,87.5,1
Sarfaraz Khan,642525,st sub (†AP Tare) b Markande,5,6,1,0,83.33,1
Chris Woakes,247235,c KH Pandya b Bumrah,11,11,0,1,100.0,1
Umesh Yadav,376116,c Sharma b Bumrah,1,2,0,0,50.0,1
Mohammed Siraj,940973,not out ,8,3,0,1,266.67,1
