Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Babar Azam,348144,c †Seifert b Milne,7,9,1,0,77.78,0
Sahibzada Farhan,647785,c Munro b Patel,1,8,0,0,12.5,0
Asif Ali,494230,c Phillips b de Grandhomme,24,21,1,1,114.29,0
Mohammad Hafeez,41434,c Southee b Milne,45,36,5,2,125.0,0
Sarfaraz Ahmed (c)†,227760,c Anderson b Sodhi,34,26,3,1,130.77,0
Shoaib Malik,42657,run out (Anderson),8,7,1,0,114.29,0
Faheem Ashraf,681117,not out ,10,8,0,1,125.0,0
Imad Wasim,227758,not out ,14,5,1,1,280.0,0
Colin Munro,232359,c Asif Ali b Shadab Khan,58,42,6,3,138.1,1
Glenn Phillips,823509, b Hasan Ali,12,15,2,0,80.0,1
Kane Williamson (c),277906,c & b Imad Wasim,11,16,0,0,68.75,1
Colin de Grandhomme,55395,run out (Shadab Khan),6,6,0,0,100.0,1
Ross Taylor,38699,not out ,42,26,3,0,161.54,1
Corey Anderson,277662,c Shoaib Malik b Hasan Ali,9,12,0,0,75.0,1
Tim Seifert †,625964, b Hasan Ali,0,1,0,0,0.0,1
Tim Southee,232364,not out ,5,2,1,0,250.0,1
