Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Evan Gulbis,381183,c Willey b Usman Qadir,37,29,3,1,127.59,0
Ben Dunk,388678,c Agar b Willey,62,47,6,1,131.91,0
Nic Maddinson (c),333780,c †Bancroft b Tye,2,5,0,0,40.0,0
Seb Gotch †,500267,c Coulter-Nile b Tye,18,22,1,0,81.82,0
Dwayne Bravo,51439, b Tye,0,2,0,0,0.0,0
Jonathan Merlo,1088618,c Coulter-Nile b Tye,7,7,1,0,100.0,0
Liam Plunkett,19264,not out ,4,4,0,0,100.0,0
Nick Larkin,533870,not out ,6,4,0,0,150.0,0
Cameron Bancroft †,501011,st †Gotch b Bowe,59,42,4,2,140.48,1
Michael Klinger,6161,c & b Plunkett,29,30,2,0,96.67,1
Ashton Turner (c),500268,not out ,43,22,2,3,195.45,1
Ashton Agar,505120, b Bravo,7,8,0,0,87.5,1
Hilton Cartwright,557295, b Bravo,0,1,0,0,0.0,1
William Bosisto,530015,not out ,2,4,0,0,50.0,1
