Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liam Livingstone,403902,c Russell b Green,82,43,6,6,190.7,0
Babar Azam,348144,c Shan Masood b Green,77,59,6,1,130.51,0
Colin Ingram,45705,c Shan Masood b Russell,1,2,0,0,50.0,0
Imad Wasim (c),227758,c Mohammad Ilyas b Green,4,4,0,0,100.0,0
Sikandar Raza,299572,run out (†Moores),4,6,0,0,66.67,0
Ravi Bopara,10582,not out ,3,3,0,0,100.0,0
Mohammad Rizwan †,323389,c Hammad Azam b Junaid Khan,1,2,0,0,50.0,0
Sohail Khan,317252,not out ,4,1,1,0,400.0,0
Shan Masood,233901,c Mohammad Amir b Umer Khan,20,20,2,0,100.0,1
Tom Moores †,788101,c Ingram b Mohammad Amir,1,6,0,0,16.67,1
Laurie Evans,256956,run out (†Mohammad Rizwan/Usman Shinwari),49,39,7,0,125.64,1
Shoaib Malik (c),42657,c Sikandar Raza b Usman Shinwari,52,28,5,2,185.71,1
Andre Russell,276298,c †Mohammad Rizwan b Mohammad Amir,9,5,0,1,180.0,1
Shahid Afridi,42639, b Mohammad Amir,14,8,3,0,175.0,1
Hammad Azam,384518,c Livingstone b Mohammad Amir,12,6,1,1,200.0,1
Chris Green,787073,c Ingram b Sohail Khan,6,5,0,0,120.0,1
Mohammad Ilyas,1159371, b Sohail Khan,0,1,0,0,0.0,1
Junaid Khan,259551,not out ,0,0,0,0,,1
Mohammad Irfan,429981,not out ,4,2,1,0,200.0,1
