Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c Cottrell b Allen,15,16,1,0,93.75,0
Liton Das,536936, b Cottrell,60,34,6,4,176.47,0
Soumya Sarkar,436677,c Brathwaite b Cottrell,32,22,3,1,145.45,0
Shakib Al Hasan (c),56143,not out ,42,26,5,1,161.54,0
Mushfiqur Rahim †,56029,c Allen b Thomas,1,3,0,0,33.33,0
Mahmudullah,56025,not out ,43,21,7,0,204.76,0
Evin Lewis,431901,c Liton Das b Abu Hider,1,6,0,0,16.67,1
Shai Hope †,581379,c Liton Das b Mehidy Hasan Miraz,36,19,6,0,189.47,1
Nicholas Pooran,604302,c Tamim Iqbal b Shakib Al Hasan,14,6,2,1,233.33,1
Shimron Hetmyer,670025,c Mohammad Saifuddin b Shakib Al Hasan,19,17,1,1,111.76,1
Rovman Powell,820351,c Tamim Iqbal b Mustafizur Rahman,50,34,5,1,147.06,1
Darren Bravo,277472,c Mustafizur Rahman b Shakib Al Hasan,2,3,0,0,66.67,1
Carlos Brathwaite (c),457249,st †Mushfiqur Rahim b Shakib Al Hasan,7,3,0,1,233.33,1
Fabian Allen,670013, b Shakib Al Hasan,0,3,0,0,0.0,1
Keemo Paul,677081,c Ariful Haque b Mustafizur Rahman,29,16,1,2,181.25,1
Sheldon Cottrell,495551,not out ,3,7,0,0,42.86,1
Oshane Thomas,914567, b Mahmudullah,0,2,0,0,0.0,1
