Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shadman Islam,629057,c †Saha b Yadav,29,52,5,0,55.77,0
Imrul Kayes,280734,lbw b I Sharma,4,15,0,0,26.67,0
Mominul Haque (c),373696,c RG Sharma b Yadav,0,7,0,0,0.0,0
Mohammad Mithun,269237, b Yadav,0,2,0,0,0.0,0
Mushfiqur Rahim,56029, b Mohammed Shami,0,4,0,0,0.0,0
Mahmudullah,56025,c †Saha b I Sharma,6,21,1,0,28.57,0
Liton Das †,536936,retired hurt ,24,27,5,0,88.89,0
Nayeem Hasan,932635, b I Sharma,19,28,4,0,67.86,0
Ebadot Hossain,932355, b I Sharma,1,7,0,0,14.29,0
Mehidy Hasan Miraz,629063,c Pujara b I Sharma,8,13,2,0,61.54,0
Al-Amin Hossain,511532,not out ,1,4,0,0,25.0,0
Abu Jayed,410763,c Pujara b Mohammed Shami,0,3,0,0,0.0,0
Mayank Agarwal,398438,c Mehidy Hasan Miraz b Al-Amin Hossain,14,21,3,0,66.67,1
Rohit Sharma,34102,lbw b Ebadat Hossain,21,35,2,1,60.0,1
Cheteshwar Pujara,32540,c Shadman Islam b Ebadat Hossain,55,105,8,0,52.38,1
Virat Kohli (c),253802,c Taijul Islam b Ebadat Hossain,136,194,18,0,70.1,1
Ajinkya Rahane,277916,c Ebadat Hossain b Taijul Islam,51,69,7,0,73.91,1
Ravindra Jadeja,234675, b Abu Jayed,12,41,0,0,29.27,1
Wriddhiman Saha †,279810,not out ,17,41,2,0,41.46,1
Ravichandran Ashwin,26421,lbw b Al-Amin Hossain,9,21,2,0,42.86,1
Umesh Yadav,376116,c Shadman Islam b Abu Jayed,0,3,0,0,0.0,1
Ishant Sharma,236779,lbw b Al-Amin Hossain,0,3,0,0,0.0,1
Mohammed Shami,481896,not out ,10,5,1,1,200.0,1
Shadman Islam,629057,lbw b I Sharma,0,5,0,0,0.0,2
Imrul Kayes,280734,c Kohli b I Sharma,5,15,0,0,33.33,2
Mominul Haque (c),373696,c †Saha b I Sharma,0,6,0,0,0.0,2
Mohammad Mithun,269237,c Mohammed Shami b Yadav,6,12,0,0,50.0,2
Mushfiqur Rahim,56029,c Jadeja b Yadav,74,96,13,0,77.08,2
Mahmudullah,56025,retired hurt ,39,41,7,0,95.12,2
Mehidy Hasan Miraz,629063,c Kohli b I Sharma,15,22,2,1,68.18,2
Taijul Islam,401057,c Rahane b Yadav,11,24,1,0,45.83,2
Ebadot Hossain,932355,c Kohli b Yadav,0,4,0,0,0.0,2
Al-Amin Hossain,511532,c †Saha b Yadav,21,20,5,0,105.0,2
Abu Jayed,410763,not out ,2,2,0,0,100.0,2
