Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shane Watson,8180,c Plunkett b Mishra,78,40,4,7,195.0,0
Faf du Plessis,44828,c Boult b Shankar,33,33,3,1,100.0,0
Suresh Raina,33335, b Maxwell,1,2,0,0,50.0,0
Ambati Rayudu,33141,run out (†Pant/Boult),41,24,5,1,170.83,0
MS Dhoni (c)†,28081,not out ,51,22,2,5,231.82,0
Ravindra Jadeja,234675,not out ,0,0,0,0,,0
Prithvi Shaw,1070168,c Jadeja b Asif,9,5,2,0,180.0,1
Colin Munro,232359,c Sharma b Asif,26,16,3,2,162.5,1
Shreyas Iyer (c),642519,run out (Watson/†Dhoni),13,14,1,0,92.86,1
Rishabh Pant †,931581,c Jadeja b Ngidi,79,45,7,4,175.56,1
Glenn Maxwell,325026, b Jadeja,6,5,1,0,120.0,1
Vijay Shankar,477021,not out ,54,31,1,5,174.19,1
Rahul Tewatia,423838,not out ,3,4,0,0,75.0,1
