Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jos Buttler †,308967, b Shadab Khan,23,24,1,0,95.83,0
Kurtis Patterson,505110,c Cutting b Lalor,11,10,1,0,110.0,0
Shane Watson (c),8180,c Burns b Shadab Khan,56,34,6,2,164.71,0
Callum Ferguson,5236,c Lynn b Lalor,37,26,4,0,142.31,0
Ben Rohrer,7547,not out ,16,9,2,0,177.78,0
Arjun Nair,901157,not out ,0,0,0,0,,0
Jimmy Peirson †,444970,c Green b Nair,43,39,4,1,110.26,1
Brendon McCullum (c),37737, b McClenaghan,5,4,1,0,125.0,1
Chris Lynn,326637,c Green b Watson,25,9,4,1,277.78,1
Joe Burns,326632,not out ,45,35,1,1,128.57,1
Ben Cutting,230371,c Watson b McClenaghan,3,5,0,0,60.0,1
Alex Ross,333624,not out ,25,9,2,2,277.78,1
