Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,19,5,52,2,2.73,0,0,0
Lahiru Kumara,784375,23.3,5,58,4,2.46,1,0,0
Kasun Rajitha,499594,17,1,68,3,4.00,0,0,0
Dilruwan Perera,49920,10,3,16,1,1.60,0,0,0
Kemar Roach,230553,12,5,30,2,2.50,1,0,1
Shannon Gabriel,446101,15,2,52,3,3.46,0,0,1
Miguel Cummins,556749,15,6,29,0,1.93,0,2,1
Jason Holder,391485,16,8,19,4,1.18,0,1,1
Devendra Bishoo,341593,1,0,1,0,1.00,0,0,1
Suranga Lakmal,49619,11.3,3,25,3,2.17,0,0,2
Lahiru Kumara,784375,8.2,1,31,2,3.72,0,0,2
Kasun Rajitha,499594,8,1,20,3,2.50,1,0,2
Dilruwan Perera,49920,3.3,0,13,1,3.71,0,0,2
Kemar Roach,230553,10,1,33,1,3.30,0,0,3
Shannon Gabriel,446101,9,1,26,0,2.88,0,0,3
Jason Holder,391485,14.2,4,41,5,2.86,0,0,3
Miguel Cummins,556749,6,1,17,0,2.83,0,0,3
Devendra Bishoo,341593,1,0,4,0,4.00,0,0,3
