Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,15.2,5,29,4,1.89,0,1,0
Lahiru Kumara,784375,10,1,37,0,3.70,0,0,0
Akila Dananjaya,574178,30,3,80,5,2.66,0,0,0
Dhananjaya de Silva,465793,6,0,20,0,3.33,0,0,0
Lasith Embuldeniya,848109,22,1,81,0,3.68,0,0,0
Trent Boult,277912,20,4,45,2,2.25,1,0,1
Tim Southee,232364,7,3,17,0,2.42,0,0,1
William Somerville,38607,22.2,3,83,3,3.71,0,0,1
Ajaz Patel,595783,33,6,89,5,2.69,0,0,1
Mitchell Santner,502714,11,0,31,0,2.81,0,0,1
Suranga Lakmal,49619,15,2,37,0,2.46,0,2,2
Akila Dananjaya,574178,32,4,84,1,2.62,0,0,2
Dhananjaya de Silva,465793,12,3,25,3,2.08,0,0,2
Lasith Embuldeniya,848109,37,4,99,4,2.67,0,0,2
Lahiru Kumara,784375,10,0,31,2,3.10,0,0,2
Trent Boult,277912,9.1,1,34,1,3.70,0,0,3
Tim Southee,232364,12,2,33,1,2.75,0,0,3
William Somerville,38607,31,6,73,1,2.35,0,0,3
Ajaz Patel,595783,18,0,74,1,4.11,0,0,3
Mitchell Santner,502714,13,2,38,0,2.92,0,0,3
Kane Williamson,277906,3,0,9,0,3.00,0,0,3
