Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Junaid Khan,259551,8.5,0,42,2,4.75,29,4,0,0,1,0
Rumman Raees,448243,9,0,44,2,4.88,26,3,0,2,0,0
Imad Wasim,227758,5,0,16,0,3.20,15,0,0,0,0,0
Shadab Khan,922943,9,0,40,1,4.44,28,4,0,0,0,0
Hasan Ali,681305,10,0,35,3,3.50,36,2,0,1,1,0
Mohammad Hafeez,41434,8,0,33,0,4.12,23,2,0,0,0,0
Mark Wood,351588,8,1,37,0,4.62,28,2,1,2,0,1
Jake Ball,414990,8,0,37,1,4.62,30,3,0,2,0,1
Ben Stokes,311158,3.1,0,38,0,12.00,6,4,2,2,1,1
Liam Plunkett,19264,6,0,33,0,5.50,15,3,0,0,0,1
Adil Rashid,244497,10,0,54,1,5.40,30,2,2,1,0,1
Moeen Ali,8917,2,0,15,0,7.50,6,3,0,0,0,1
