Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
David Willey,308251,3,0,7,4,2.33,14,1,0,0,0,0
Tom Curran,550235,1,0,8,0,8.00,2,1,0,0,0,0
Chris Jordan,288992,2,0,14,0,7.00,5,2,0,1,0,0
Joe Denly,12454,2,0,14,1,7.00,3,0,1,0,0,0
Mark Wood,351588,3,0,9,3,3.00,12,1,0,0,0,0
Adil Rashid,244497,2,0,18,2,9.00,7,1,2,0,0,0
Sheldon Cottrell,495551,1,0,16,0,16.00,1,2,1,0,0,1
Fabian Allen,670013,4,1,25,0,6.25,16,4,1,0,0,1
Jason Holder,391485,3,0,19,1,6.33,8,1,1,1,0,1
Devendra Bishoo,341593,1.3,1,11,1,7.33,6,1,1,0,0,1
John Campbell,348026,1,0,1,0,1.00,5,0,0,0,0,1
