Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Hasnain,1158100,4,0,28,0,7.00,0,0,0
Haris Rauf,1161606,4,0,31,3,7.75,0,0,0
Faheem Ashraf,681117,4,0,20,1,5.00,2,0,0
Wahab Riaz,43590,4,0,31,0,7.75,1,0,0
Usman Qadir,348152,4,0,23,3,5.75,0,0,0
Blessing Muzarabani,827051,4,0,33,2,8.25,2,0,1
Richard Ngarava,806241,3.1,0,28,0,8.84,0,0,1
Donald Tiripano,392945,2,0,18,0,9.00,0,0,1
Tendai Chisoro,235519,3,0,26,0,8.66,0,0,1
Sean Williams,55870,1,0,11,0,11.00,0,0,1
Sikandar Raza,299572,2,0,20,0,10.00,1,0,1
