Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mark Steketee,555853,4,0,37,2,9.25,2,0,0
Jack Wildermuth,570854,3,0,33,0,11.00,0,0,0
Joe Burns,326632,1,0,10,0,10.00,1,0,0
Nick Buchanan,333805,2,0,21,1,10.50,0,0,0
Mitchell Swepson,590326,4,0,29,0,7.25,0,0,0
Marnus Labuschagne,787987,2,0,25,1,12.50,0,0,0
Ben Cutting,230371,4,0,44,1,11.00,2,1,0
Tom Cooper,219885,2,0,35,0,17.50,0,0,1
James Pattinson,272465,3,0,36,1,12.00,1,0,1
Nathan Rimmington,7443,2.5,0,37,2,13.05,4,0,1
Sunil Narine,230558,4,0,38,2,9.50,0,0,1
Thisara Perera,233514,4,0,27,2,6.75,2,0,1
Brad Hogg,5681,4,0,18,1,4.50,0,0,1
