Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,2,0,6,1,3.00,9,1,0,0,0,0
Mohammad Amir,290948,4,0,38,0,9.50,7,4,1,2,0,0
Waqas Maqsood,533561,4,0,18,2,4.50,12,1,0,1,1,0
Arshad Iqbal,1130463,4,0,26,2,6.50,10,3,0,1,0,0
Umaid Asif,429122,4,0,18,2,4.50,13,2,0,0,0,0
Iftikhar Ahmed,480603,2,0,19,0,9.50,1,1,1,0,0,0
Shaheen Shah Afridi,1072470,3.4,0,31,0,8.45,7,5,0,0,0,1
Haris Rauf,1161606,4,0,30,2,7.50,11,4,0,1,0,1
Samit Patel,18632,4,0,22,1,5.50,9,1,0,1,0,1
Dilbar Hussain,1206623,4,0,28,2,7.00,5,1,0,1,1,1
David Wiese,221140,3,0,21,0,7.00,5,2,0,1,0,1
