Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Angelo Mathews,49764,4,1,9,0,2.25,18,1,0,0,0,0
Suranga Lakmal,49619,8,0,71,0,8.87,21,7,4,1,0,0
Thisara Perera,233514,8,0,80,3,10.00,14,5,5,1,0,0
Nuwan Pradeep,324358,10,0,106,0,10.60,15,9,5,3,0,0
Akila Dananjaya,574178,10,0,51,0,5.09,24,3,0,1,0,0
Sachith Pathirana,212756,9,0,63,1,7.00,19,6,1,3,0,0
Asela Gunaratne,360456,1,0,10,0,10.00,1,1,0,2,0,0
Bhuvneshwar Kumar,326016,9,0,40,1,4.44,30,2,0,2,0,1
Hardik Pandya,625371,10,0,39,1,3.90,37,4,0,0,0,1
Jasprit Bumrah,625383,10,0,43,2,4.30,37,6,0,2,0,1
Washington Sundar,719715,10,0,65,1,6.50,27,7,2,0,0,1
Yuzvendra Chahal,430246,10,0,60,3,6.00,28,5,1,5,0,1
Shreyas Iyer,642519,1,0,2,0,2.00,4,0,0,0,0,1
