Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,3.4,0,28,1,7.63,11,4,1,0,0,0
Jasprit Bumrah,625383,3,0,17,2,5.66,7,1,0,1,0,0
Hardik Pandya,625371,4,0,33,1,8.25,8,5,0,0,0,0
Yuzvendra Chahal,430246,4,0,23,1,5.75,11,1,1,1,0,0
Kuldeep Yadav,559235,4,0,16,2,4.00,9,0,0,0,0,0
Jason Behrendorff,272477,1,0,5,0,5.00,4,1,0,0,0,1
Nathan Coulter-Nile,261354,2,0,20,1,10.00,4,2,1,0,0,1
Andrew Tye,459508,1,0,10,0,10.00,2,2,0,0,0,1
Adam Zampa,379504,1,0,6,0,6.00,3,1,0,0,0,1
Dan Christian,4864,0.3,0,7,0,14.00,0,1,0,0,0,1
