Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Hasan Ali,681305,4,0,23,2,5.75,10,2,0,1,0,0
Mohammad Wasim,1185538,3,0,20,0,6.66,7,2,0,1,0,0
Faheem Ashraf,681117,4,0,11,3,2.75,14,0,0,1,0,0
Muhammad Musa,1072472,4,0,39,0,9.75,6,2,2,3,0,0
Shadab Khan,922943,3,0,25,1,8.33,7,4,0,0,0,0
Iftikhar Ahmed,480603,2,0,28,0,14.00,4,0,4,0,0,0
Mohammad Nawaz,348148,3,0,41,0,13.66,2,3,3,0,0,1
Naseem Shah,1158088,3,0,32,0,10.66,6,6,0,0,0,1
Dale Steyn,47492,3,0,20,1,6.66,10,4,0,0,0,1
Mohammad Hasnain,1158100,4,0,34,1,8.50,10,3,1,5,0,1
Zahid Mahmood,433614,4,0,29,2,7.25,11,5,0,0,0,1
