Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
David Willey,308251,3,0,15,2,5.00,1,0,0
Mitchell Johnson,6033,4,0,31,1,7.75,1,0,0
Mitchell Marsh,272450,4,0,29,1,7.25,0,0,0
Andrew Tye,459508,4,0,33,1,8.25,0,0,0
Ashton Turner,500268,4,0,25,2,6.25,0,0,0
Ashton Agar,505120,1,0,12,0,12.00,0,0,0
Tom Cooper,219885,1,0,4,0,4.00,0,0,1
Chris Tremain,553800,4,0,19,0,4.75,0,0,1
Nathan Rimmington,7443,4,0,45,1,11.25,1,0,1
Dwayne Bravo,51439,1,0,14,0,14.00,1,0,1
Sunil Narine,230558,4,0,20,2,5.00,0,0,1
Brad Hogg,5681,4,0,31,0,7.75,1,0,1
Aaron Finch,5334,2,0,17,1,8.50,0,0,1
