Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,28.5,5,87,4,3.01,0,0,0
Tim Southee,232364,26,7,62,6,2.38,1,0,0
Colin de Grandhomme,55395,17,4,44,0,2.58,0,0,0
Neil Wagner,233713,20,5,69,0,3.45,0,1,0
Ish Sodhi,559066,5,0,31,0,6.20,0,0,0
James Anderson,8608,24,5,76,4,3.16,0,0,1
Stuart Broad,10617,22.3,5,54,6,2.40,0,0,1
Mark Wood,351588,21,3,69,0,3.28,0,0,1
Jack Leach,455524,19,3,52,0,2.73,0,0,1
Joe Root,303669,1,0,9,0,9.00,0,0,1
Ben Stokes,311158,6,2,17,0,2.83,0,0,1
Trent Boult,277912,28,5,89,2,3.17,0,0,2
Tim Southee,232364,19,4,65,1,3.42,1,0,2
Colin de Grandhomme,55395,26,2,94,4,3.61,1,2,2
Neil Wagner,233713,22.4,5,51,2,2.25,0,1,2
Ish Sodhi,559066,11,0,46,0,4.18,0,0,2
James Anderson,8608,26,8,37,1,1.42,0,1,3
Stuart Broad,10617,24,6,72,2,3.00,0,0,3
Mark Wood,351588,22,10,45,2,2.04,0,0,3
Jack Leach,455524,32,15,61,2,1.90,0,0,3
Joe Root,303669,12.4,5,28,1,2.21,0,0,3
Ben Stokes,311158,4,3,2,0,0.50,0,0,3
Dawid Malan,236489,4,1,9,0,2.25,0,0,3
