Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,4,0,24,3,6.00,2,0,0
Usman Shinwari,697279,4,0,42,1,10.50,0,2,0
Sohail Khan,317252,4,0,35,0,8.75,2,0,0
Imad Wasim,227758,4,0,43,0,10.75,1,0,0
Umer Khan,1072473,3,0,45,0,15.00,1,0,0
Colin Munro,232359,1,0,14,2,14.00,0,0,0
Hasan Ali,681305,3.2,0,15,3,4.50,0,0,1
Sameen Gul,922947,3,0,49,2,16.33,0,1,1
Tymal Mills,459257,3,0,25,2,8.33,2,0,1
Kieron Pollard,230559,2,0,15,0,7.50,1,0,1
Wahab Riaz,43590,3,0,19,2,6.33,1,1,1
Liam Dawson,211855,2,0,14,0,7.00,0,0,1
