Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shaheen Shah Afridi,1072470,36,7,109,4,3.02,0,1,0
Mohammad Abbas,389666,31,14,49,1,1.58,1,0,0
Faheem Ashraf,681117,19,8,40,1,2.10,1,0,0
Naseem Shah,1158088,25,3,96,1,3.84,3,5,0
Yasir Shah,43685,37,4,113,3,3.05,0,0,0
Shan Masood,233901,2,1,2,0,1.00,0,0,0
Haris Sohail,318788,5,0,17,0,3.40,0,0,0
Tim Southee,232364,26,7,69,2,2.65,0,0,1
Trent Boult,277912,26,4,71,2,2.73,1,0,1
Kyle Jamieson,625960,23.2,13,35,3,1.50,0,0,1
Neil Wagner,233713,21,5,50,2,2.38,1,1,1
Mitchell Santner,502714,6,2,7,0,1.16,0,0,1
Shaheen Shah Afridi,1072470,11,0,47,0,4.27,1,0,2
Mohammad Abbas,389666,11,2,33,1,3.00,0,1,2
Naseem Shah,1158088,12.3,1,55,3,4.40,0,4,2
Faheem Ashraf,681117,4,1,18,0,4.50,0,0,2
Yasir Shah,43685,6,0,21,0,3.50,0,0,2
Shan Masood,233901,1,0,4,0,4.00,0,0,2
Tim Southee,232364,23,8,33,2,1.43,1,0,3
Trent Boult,277912,25,9,72,2,2.88,1,0,3
Kyle Jamieson,625960,26,13,35,2,1.34,0,1,3
Neil Wagner,233713,28,9,55,2,1.96,0,5,3
Mitchell Santner,502714,19.3,3,52,2,2.66,0,2,3
Kane Williamson,277906,2,1,1,0,0.50,0,0,3
