Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Abu Jayed,410763,9,0,56,0,6.22,24,5,1,2,0,0
Mashrafe Mortaza,56007,10,0,60,3,6.00,29,6,1,1,0,0
Mehidy Hasan Miraz,629063,10,0,41,1,4.09,28,2,0,0,0,0
Mustafizur Rahman,330902,9,1,43,4,4.77,30,2,1,0,0,0
Shakib Al Hasan,56143,10,1,27,1,2.70,37,1,0,0,0,0
Soumya Sarkar,436677,2,0,15,0,7.50,4,2,0,0,0,0
Kemar Roach,230553,6,0,46,1,7.66,21,6,1,2,1,1
Sheldon Cottrell,495551,9.2,0,38,0,4.07,28,2,0,1,0,1
Ashley Nurse,315594,10,0,53,3,5.30,25,4,1,0,0,1
Roston Chase,391832,6,0,24,0,4.00,20,1,1,0,0,1
Fabian Allen,670013,3,0,11,0,3.66,13,2,0,0,0,1
Jason Holder,391485,8,1,43,1,5.37,25,3,2,0,0,1
Raymon Reifer,450101,5,0,31,0,6.20,12,1,1,2,0,1
