Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Matt Henry,506612,32,3,94,1,2.93,1,0,0
Colin de Grandhomme,55395,24,1,78,3,3.25,0,1,0
Neil Wagner,233713,33.1,9,66,3,1.98,0,0,0
William Somerville,38607,29,2,99,1,3.41,0,0,0
Todd Astle,213674,32,0,111,2,3.46,0,0,0
Mitchell Starc,311592,21,1,57,1,2.71,0,0,1
Pat Cummins,489889,22,6,44,3,2.00,0,0,1
James Pattinson,272465,16,3,58,0,3.62,0,1,1
Nathan Lyon,272279,30.4,10,68,5,2.21,0,0,1
Marnus Labuschagne,787987,4,0,8,0,2.00,0,0,1
Travis Head,530011,2,0,11,0,5.50,0,0,1
Matt Henry,506612,12,2,54,1,4.50,1,0,2
Colin de Grandhomme,55395,13,1,43,0,3.30,0,0,2
Neil Wagner,233713,9,1,37,0,4.11,0,0,2
William Somerville,38607,10,0,36,0,3.60,0,0,2
Todd Astle,213674,8,1,41,1,5.12,0,0,2
Mitchell Starc,311592,9,3,25,3,2.77,0,0,3
Pat Cummins,489889,11,3,29,1,2.63,0,0,3
James Pattinson,272465,6,3,8,0,1.33,0,0,3
Nathan Lyon,272279,16.5,4,50,5,2.97,0,0,3
Marnus Labuschagne,787987,5,0,20,0,4.00,0,0,3
