Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,16,8,36,2,2.25,0,0,0
Matt Henry,506612,11,1,39,0,3.54,0,0,0
Colin de Grandhomme,55395,4,1,13,0,3.25,0,0,0
Neil Wagner,233713,14.4,2,39,7,2.65,0,0,0
Shannon Gabriel,446101,29,4,90,1,3.10,0,9,1
Kemar Roach,230553,22,6,85,3,3.86,0,0,1
Miguel Cummins,556749,27,7,92,2,3.40,0,4,1
Jason Holder,391485,34,8,102,1,3.00,1,2,1
Roston Chase,391832,28,4,95,2,3.39,0,0,1
Kraigg Brathwaite,348024,8.4,0,46,0,5.30,0,0,1
Trent Boult,277912,23,5,87,2,3.78,0,0,2
Matt Henry,506612,24,6,57,3,2.37,1,0,2
Colin de Grandhomme,55395,19,3,40,2,2.10,0,0,2
Neil Wagner,233713,22,3,102,2,4.63,1,0,2
Mitchell Santner,502714,17,7,25,1,1.47,0,0,2
Kane Williamson,277906,1,1,0,0,0.00,0,0,2
