Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Hasan Ali,681305,4,0,36,1,9.00,11,6,1,0,0,0
Faheem Ashraf,681117,4,0,28,0,7.00,9,2,1,1,0,0
Mohammad Wasim,1185538,4,0,30,0,7.50,7,2,1,0,1,0
Shadab Khan,922943,2,0,32,0,16.00,3,1,4,0,0,0
Zafar Gohar,348154,2,0,22,0,11.00,4,2,1,2,0,0
Lewis Gregory,362201,1,0,11,0,11.00,1,2,0,0,0,0
Iftikhar Ahmed,480603,1,0,10,0,10.00,1,0,1,0,0,0
Hussain Talat,628240,2,0,25,1,12.50,4,2,1,2,2,0
Imad Wasim,227758,4,0,32,1,8.00,5,3,0,2,0,1
Mohammad Amir,290948,4,0,44,1,11.00,11,4,2,4,0,1
Aamer Yamin,434429,1,0,29,0,29.00,0,5,1,0,1,1
Waqas Maqsood,533561,2.1,0,22,1,10.15,5,1,2,0,0,1
Arshad Iqbal,1130463,3,0,30,1,10.00,3,3,1,0,0,1
Dan Christian,4864,1,0,10,0,10.00,0,1,0,0,0,1
Mohammad Nabi,25913,4,0,26,1,6.50,9,0,2,0,0,1
