Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,20,4,69,1,3.45,0,0,0
Stuart Broad,10617,18.3,4,58,4,3.13,1,1,0
Sam Curran,662973,20,5,58,4,2.90,2,0,0
Jofra Archer,669855,19,4,65,1,3.42,0,1,0
Joe Root,303669,4,0,26,0,6.50,0,0,0
Joe Denly,12454,3,0,4,0,1.33,0,0,0
Kagiso Rabada,550215,15,1,68,3,4.53,0,2,1
Vernon Philander,46945,14.2,8,16,4,1.11,0,0,1
Dwaine Pretorius,327830,8,2,23,1,2.87,0,0,1
Anrich Nortje,481979,12,2,47,2,3.91,1,0,1
Keshav Maharaj,267724,4,1,18,0,4.50,0,0,1
James Anderson,8608,13,1,47,1,3.61,0,0,2
Stuart Broad,10617,11,2,42,1,3.81,2,0,2
Jofra Archer,669855,17,1,102,5,6.00,2,1,2
Sam Curran,662973,12.4,3,51,1,4.02,1,0,2
Ben Stokes,311158,8,1,22,2,2.75,0,1,2
Kagiso Rabada,550215,24,3,103,4,4.29,0,0,3
Vernon Philander,46945,20,8,35,0,1.75,0,0,3
Anrich Nortje,481979,17,4,56,3,3.29,1,0,3
Dwaine Pretorius,327830,16,6,26,1,1.62,0,0,3
Keshav Maharaj,267724,16,3,37,2,2.31,0,0,3
