Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,26,0,123,1,4.73,0,0,0
Josh Hazlewood,288284,35,11,105,2,3.00,0,0,0
Pat Cummins,489889,28,5,101,0,3.60,1,0,0
Nathan Lyon,272279,57.2,8,178,4,3.10,0,0,0
Marnus Labuschagne,787987,16,0,76,0,4.75,0,0,0
Travis Head,530011,4,0,20,0,5.00,0,0,0
Usman Khawaja,215155,1,0,4,0,4.00,0,0,0
Mohammed Shami,481896,19,2,58,2,3.05,0,0,1
Jasprit Bumrah,625383,21,5,62,1,2.95,1,0,1
Ravindra Jadeja,234675,32,11,73,2,2.28,0,0,1
Kuldeep Yadav,559235,31.5,6,99,5,3.10,0,0,1
Hanuma Vihari,452044,1,0,2,0,2.00,0,0,1
Mohammed Shami,481896,2,1,4,0,2.00,0,0,2
Jasprit Bumrah,625383,2,1,2,0,1.00,0,0,2
